frame_id,timestamp_ms,sujeto_id,mano,velocidad_subjetiva,gesto,distancia_cm,velocidad_cm_s,aceleracion_cm_s2,tendencia,valido
2820,536845,mgv1,derecha,rapida,estatico_cerca,33.74,-3621.68,-72433.6,bajando,1
2821,536900,mgv1,derecha,rapida,estatico_cerca,33.73,-0.34,72426.8,estable,1
2822,536955,mgv1,derecha,rapida,estatico_cerca,33.73,0,6.8,estable,1
2823,537010,mgv1,derecha,rapida,estatico_cerca,33.74,0.34,6.8,estable,1
2824,537065,mgv1,derecha,rapida,estatico_cerca,33.74,0,-6.8,estable,1
2825,537120,mgv1,derecha,rapida,estatico_cerca,33.74,0,0,estable,1
2826,537175,mgv1,derecha,rapida,estatico_cerca,33.73,-0.34,-6.8,estable,1
2827,537230,mgv1,derecha,rapida,estatico_cerca,33.74,0.34,13.6,estable,1
2828,537285,mgv1,derecha,rapida,estatico_cerca,214.9,3623.04,72454,subiendo,1
2829,537350,mgv1,derecha,rapida,estatico_cerca,214.88,-0.34,-72467.59,estable,1
2830,537415,mgv1,derecha,rapida,estatico_cerca,214.83,-1.02,-13.6,estable,1
2831,537480,mgv1,derecha,rapida,estatico_cerca,37.83,-3540.08,-70781.2,bajando,1
2832,537535,mgv1,derecha,rapida,estatico_cerca,37.37,-9.18,70618,bajando,1
2833,537590,mgv1,derecha,rapida,estatico_cerca,37.37,0,183.6,estable,1
2834,537645,mgv1,derecha,rapida,estatico_cerca,36.91,-9.18,-183.6,bajando,1
2835,537700,mgv1,derecha,rapida,estatico_cerca,36.91,0,183.6,estable,1
2836,537755,mgv1,derecha,rapida,estatico_cerca,36.45,-9.18,-183.6,bajando,1
2837,537810,mgv1,derecha,rapida,estatico_cerca,35.99,-9.18,0,bajando,1
2838,537865,mgv1,derecha,rapida,estatico_cerca,35.53,-9.18,0,bajando,1
2839,537920,mgv1,derecha,rapida,estatico_cerca,35.53,0,183.6,estable,1
2840,537975,mgv1,derecha,rapida,estatico_cerca,35.53,0,0,estable,1
2841,538030,mgv1,derecha,rapida,estatico_cerca,35.55,0.34,6.8,estable,1
2842,538085,mgv1,derecha,rapida,estatico_cerca,35.55,0,-6.8,estable,1
2843,538140,mgv1,derecha,rapida,estatico_cerca,35.53,-0.34,-6.8,estable,1
2844,538195,mgv1,derecha,rapida,estatico_cerca,35.55,0.34,13.6,estable,1
2845,538250,mgv1,derecha,rapida,estatico_cerca,36.01,9.18,176.8,subiendo,1
2846,538305,mgv1,derecha,rapida,estatico_cerca,35.99,-0.34,-190.4,estable,1
2847,538360,mgv1,derecha,rapida,estatico_cerca,36.45,9.18,190.4,subiendo,1
2848,538415,mgv1,derecha,rapida,estatico_cerca,36.91,9.18,0,subiendo,1
2849,538470,mgv1,derecha,rapida,estatico_cerca,36.45,-9.18,-367.2,bajando,1
2850,541035,mgv1,derecha,rapida,estatico_cerca,36.91,0,0,estable,1
2851,541090,mgv1,derecha,rapida,estatico_cerca,36.45,-9.18,-183.6,bajando,1
2852,541145,mgv1,derecha,rapida,estatico_cerca,36.45,0,183.6,estable,1
2853,541200,mgv1,derecha,rapida,estatico_cerca,37.37,18.36,367.2,subiendo,1
2854,541255,mgv1,derecha,rapida,estatico_cerca,214.88,3550.28,70638.41,subiendo,1
2855,541320,mgv1,derecha,rapida,estatico_cerca,215.25,7.48,-70856.01,subiendo,1
2856,541385,mgv1,derecha,rapida,estatico_cerca,214.86,-7.82,-305.99,bajando,1
2857,541450,mgv1,derecha,rapida,estatico_cerca,37.37,-3549.94,-70842.41,bajando,1
2858,541505,mgv1,derecha,rapida,estatico_cerca,37.37,0,70998.8,estable,1
2859,541560,mgv1,derecha,rapida,estatico_cerca,36.91,-9.18,-183.6,bajando,1
2860,541615,mgv1,derecha,rapida,estatico_cerca,36.91,0,183.6,estable,1
2861,541670,mgv1,derecha,rapida,estatico_cerca,36.91,0,0,estable,1
2862,541725,mgv1,derecha,rapida,estatico_cerca,37.37,9.18,183.6,subiendo,1
2863,541780,mgv1,derecha,rapida,estatico_cerca,37.37,0,-183.6,estable,1
2864,541835,mgv1,derecha,rapida,estatico_cerca,37.83,9.18,183.6,subiendo,1
2865,541890,mgv1,derecha,rapida,estatico_cerca,214.83,3540.08,70618,subiendo,1
2866,541955,mgv1,derecha,rapida,estatico_cerca,214.83,0,-70801.6,estable,1
2867,542020,mgv1,derecha,rapida,estatico_cerca,214.83,0,0,estable,1
2868,542085,mgv1,derecha,rapida,estatico_cerca,214.86,0.68,13.6,estable,1
2869,542150,mgv1,derecha,rapida,estatico_cerca,214.88,0.34,-6.81,estable,1
2870,542215,mgv1,derecha,rapida,estatico_cerca,214.81,-1.36,-34,estable,1
2871,542280,mgv1,derecha,rapida,estatico_cerca,214.86,1.02,47.61,estable,1
2872,542345,mgv1,derecha,rapida,estatico_cerca,214.86,0,-20.4,estable,1
2873,542410,mgv1,derecha,rapida,estatico_cerca,214.88,0.34,6.8,estable,1
2874,542475,mgv1,derecha,rapida,estatico_cerca,214.83,-1.02,-27.2,estable,1
2875,542540,mgv1,derecha,rapida,estatico_cerca,214.83,0,20.4,estable,1
2876,542605,mgv1,derecha,rapida,estatico_cerca,214.88,1.02,20.4,estable,1
2877,542670,mgv1,derecha,rapida,estatico_cerca,214.88,0,-20.4,estable,1
2878,542735,mgv1,derecha,rapida,estatico_cerca,214.86,-0.34,-6.8,estable,1
2879,542800,mgv1,derecha,rapida,estatico_cerca,205.17,-193.8,-3869.2,bajando,1
2880,542865,mgv1,derecha,rapida,estatico_cerca,214.83,193.12,7738.4,subiendo,1
2881,542930,mgv1,derecha,rapida,estatico_cerca,214.88,1.02,-3841.99,estable,1
2882,542995,mgv1,derecha,rapida,estatico_cerca,205.19,-193.8,-3896.41,bajando,1
2883,543060,mgv1,derecha,rapida,estatico_cerca,204.76,-8.5,3706,bajando,1
2884,543125,mgv1,derecha,rapida,estatico_cerca,214.85,201.62,4202.4,subiendo,1
2885,543190,mgv1,derecha,rapida,estatico_cerca,214.85,0,-4032.4,estable,1
2886,543255,mgv1,derecha,rapida,estatico_cerca,214.83,-0.34,-6.8,estable,1
2887,543320,mgv1,derecha,rapida,estatico_cerca,214.85,0.34,13.6,estable,1
2888,543385,mgv1,derecha,rapida,estatico_cerca,204.75,-201.96,-4046,bajando,1
2889,543450,mgv1,derecha,rapida,estatico_cerca,214.83,201.62,8071.59,subiendo,1
2890,543515,mgv1,derecha,rapida,estatico_cerca,214.83,0,-4032.4,estable,1
2891,543580,mgv1,derecha,rapida,estatico_cerca,214.85,0.34,6.8,estable,1
2892,543645,mgv1,derecha,rapida,estatico_cerca,215.27,8.5,163.2,subiendo,1
2893,543710,mgv1,derecha,rapida,estatico_cerca,214.85,-8.5,-340,bajando,1
2894,543775,mgv1,derecha,rapida,estatico_cerca,214.83,-0.34,163.2,estable,1
2895,543840,mgv1,derecha,rapida,estatico_cerca,205.21,-192.44,-3842,bajando,1
2896,543905,mgv1,derecha,rapida,estatico_cerca,214.85,192.78,7704.39,subiendo,1
2897,543970,mgv1,derecha,rapida,estatico_cerca,214.83,-0.34,-3862.4,estable,1
2898,544035,mgv1,derecha,rapida,estatico_cerca,214.86,0.68,20.4,estable,1
2899,544100,mgv1,derecha,rapida,estatico_cerca,214.81,-1.02,-34.01,estable,1
2900,545067,mgv1,derecha,rapida,estatico_cerca,214.81,0,0,estable,1
2901,545133,mgv1,derecha,rapida,estatico_cerca,214.81,0,0,estable,1
2902,545198,mgv1,derecha,rapida,estatico_cerca,214.81,0,0,estable,1
2903,545263,mgv1,derecha,rapida,estatico_cerca,205.6,-184.28,-3685.6,bajando,1
2904,545328,mgv1,derecha,rapida,estatico_cerca,214.86,185.3,7391.6,subiendo,1
2905,545393,mgv1,derecha,rapida,estatico_cerca,214.85,-0.34,-3712.81,estable,1
2906,545458,mgv1,derecha,rapida,estatico_cerca,214.83,-0.34,0.01,estable,1
2907,545523,mgv1,derecha,rapida,estatico_cerca,214.86,0.68,20.4,estable,1
2908,545588,mgv1,derecha,rapida,estatico_cerca,214.83,-0.68,-27.21,estable,1
2909,545653,mgv1,derecha,rapida,estatico_cerca,214.85,0.34,20.4,estable,1
2910,545718,mgv1,derecha,rapida,estatico_cerca,205.16,-193.8,-3882.79,bajando,1
2911,545783,mgv1,derecha,rapida,estatico_cerca,204.73,-8.5,3705.99,bajando,1
2912,545848,mgv1,derecha,rapida,estatico_cerca,214.86,202.64,4222.8,subiendo,1
2913,545913,mgv1,derecha,rapida,estatico_cerca,214.83,-0.68,-4066.41,estable,1
2914,545978,mgv1,derecha,rapida,estatico_cerca,214.86,0.68,27.21,estable,1
2915,546043,mgv1,derecha,rapida,estatico_cerca,205.17,-193.8,-3889.61,bajando,1
2916,546108,mgv1,derecha,rapida,estatico_cerca,214.86,193.8,7752,subiendo,1
2917,546173,mgv1,derecha,rapida,estatico_cerca,214.83,-0.68,-3889.61,estable,1
2918,546238,mgv1,derecha,rapida,estatico_cerca,214.86,0.68,27.21,estable,1
2919,546303,mgv1,derecha,rapida,estatico_cerca,214.86,0,-13.6,estable,1
2920,546368,mgv1,derecha,rapida,estatico_cerca,214.85,-0.34,-6.81,estable,1
2921,546433,mgv1,derecha,rapida,estatico_cerca,214.88,0.68,20.41,estable,1
2922,546498,mgv1,derecha,rapida,estatico_cerca,214.81,-1.36,-40.81,estable,1
2923,546563,mgv1,derecha,rapida,estatico_cerca,204.31,-210.12,-4175.2,bajando,1
2924,546628,mgv1,derecha,rapida,estatico_cerca,214.83,210.46,8411.6,subiendo,1
2925,546693,mgv1,derecha,rapida,estatico_cerca,214.86,0.68,-4195.59,estable,1
2926,546758,mgv1,derecha,rapida,estatico_cerca,214.85,-0.34,-20.41,estable,1
2927,546823,mgv1,derecha,rapida,estatico_cerca,214.88,0.68,20.41,estable,1
2928,546888,mgv1,derecha,rapida,estatico_cerca,214.86,-0.34,-20.4,estable,1
2929,546953,mgv1,derecha,rapida,estatico_cerca,214.85,-0.34,-0.01,estable,1
2930,547018,mgv1,derecha,rapida,estatico_cerca,214.85,0,6.81,estable,1
2931,547083,mgv1,derecha,rapida,estatico_cerca,214.85,0,0,estable,1
2932,547148,mgv1,derecha,rapida,estatico_cerca,214.88,0.68,13.6,estable,1
2933,547213,mgv1,derecha,rapida,estatico_cerca,215.24,7.14,129.19,subiendo,1
2934,547278,mgv1,derecha,rapida,estatico_cerca,214.85,-7.82,-299.2,bajando,1
2935,547343,mgv1,derecha,rapida,estatico_cerca,214.86,0.34,163.21,estable,1
2936,547408,mgv1,derecha,rapida,estatico_cerca,214.83,-0.68,-20.41,estable,1
2937,547473,mgv1,derecha,rapida,estatico_cerca,214.83,0,13.6,estable,1
2938,547538,mgv1,derecha,rapida,estatico_cerca,215.24,8.16,163.2,subiendo,1
2939,547603,mgv1,derecha,rapida,estatico_cerca,214.83,-8.16,-326.4,bajando,1
2940,547668,mgv1,derecha,rapida,estatico_cerca,214.83,0,163.2,estable,1
2941,547733,mgv1,derecha,rapida,estatico_cerca,214.85,0.34,6.8,estable,1
2942,547798,mgv1,derecha,rapida,estatico_cerca,214.81,-0.68,-20.4,estable,1
2943,547863,mgv1,derecha,rapida,estatico_cerca,214.85,0.68,27.2,estable,1
2944,547928,mgv1,derecha,rapida,estatico_cerca,214.88,0.68,0.01,estable,1
2945,547993,mgv1,derecha,rapida,estatico_cerca,214.86,-0.34,-20.4,estable,1
2946,548058,mgv1,derecha,rapida,estatico_cerca,214.83,-0.68,-6.81,estable,1
2947,548123,mgv1,derecha,rapida,estatico_cerca,214.83,0,13.6,estable,1
2948,548188,mgv1,derecha,rapida,estatico_cerca,214.85,0.34,6.8,estable,1
2949,548253,mgv1,derecha,rapida,estatico_cerca,214.83,-0.34,-13.6,estable,1
2950,549205,mgv1,derecha,rapida,estatico_cerca,214.79,0,0,estable,1
2951,549271,mgv1,derecha,rapida,estatico_cerca,204.75,-200.94,-4018.8,bajando,1
2952,549336,mgv1,derecha,rapida,estatico_cerca,214.86,202.3,8064.8,subiendo,1
2953,549401,mgv1,derecha,rapida,estatico_cerca,214.85,-0.34,-4052.81,estable,1
2954,549466,mgv1,derecha,rapida,estatico_cerca,214.85,0,6.81,estable,1
2955,549531,mgv1,derecha,rapida,estatico_cerca,214.88,0.68,13.6,estable,1
2956,549596,mgv1,derecha,rapida,estatico_cerca,214.86,-0.34,-20.4,estable,1
2957,549661,mgv1,derecha,rapida,estatico_cerca,214.81,-1.02,-13.6,estable,1
2958,549726,mgv1,derecha,rapida,estatico_cerca,214.83,0.34,27.2,estable,1
2959,549791,mgv1,derecha,rapida,estatico_cerca,214.85,0.34,0,estable,1
2960,549856,mgv1,derecha,rapida,estatico_cerca,214.85,0,-6.8,estable,1
2961,549921,mgv1,derecha,rapida,estatico_cerca,214.83,-0.34,-6.8,estable,1
2962,549986,mgv1,derecha,rapida,estatico_cerca,204.7,-202.64,-4046,bajando,1
2963,550051,mgv1,derecha,rapida,estatico_cerca,214.81,202.3,8098.79,subiendo,1
2964,550116,mgv1,derecha,rapida,estatico_cerca,205.14,-193.46,-7915.19,bajando,1
2965,550181,mgv1,derecha,rapida,estatico_cerca,204.31,-16.66,3535.99,bajando,1
2966,550246,mgv1,derecha,rapida,estatico_cerca,204.71,8.16,496.41,subiendo,1
2967,550311,mgv1,derecha,rapida,estatico_cerca,204.29,-8.5,-333.2,bajando,1
2968,550376,mgv1,derecha,rapida,estatico_cerca,35.02,-3385.38,-67537.59,bajando,1
2969,550431,mgv1,derecha,rapida,estatico_cerca,35.53,10.2,67911.59,subiendo,1
2970,550486,mgv1,derecha,rapida,estatico_cerca,35.04,-9.86,-401.2,bajando,1
2971,550541,mgv1,derecha,rapida,estatico_cerca,35.55,10.2,401.2,subiendo,1
2972,550596,mgv1,derecha,rapida,estatico_cerca,204.73,3383.68,67469.6,subiendo,1
2973,550661,mgv1,derecha,rapida,estatico_cerca,204.71,-0.34,-67680.4,estable,1
2974,550726,mgv1,derecha,rapida,estatico_cerca,204.71,0,6.8,estable,1
2975,550791,mgv1,derecha,rapida,estatico_cerca,204.73,0.34,6.8,estable,1
2976,550856,mgv1,derecha,rapida,estatico_cerca,214.81,201.62,4025.6,subiendo,1
2977,550921,mgv1,derecha,rapida,estatico_cerca,204.71,-201.96,-8071.59,bajando,1
2978,550986,mgv1,derecha,rapida,estatico_cerca,205.56,17,4379.19,subiendo,1
2979,551051,mgv1,derecha,rapida,estatico_cerca,214.83,185.3,3366,subiendo,1
2980,551116,mgv1,derecha,rapida,estatico_cerca,214.83,0,-3706,estable,1
2981,551181,mgv1,derecha,rapida,estatico_cerca,205.16,-193.46,-3869.2,bajando,1
2982,551246,mgv1,derecha,rapida,estatico_cerca,214.42,185.3,7575.2,subiendo,1
2983,551311,mgv1,derecha,rapida,estatico_cerca,214.85,8.5,-3536,subiendo,1
2984,551376,mgv1,derecha,rapida,estatico_cerca,214.83,-0.34,-176.79,estable,1
2985,551441,mgv1,derecha,rapida,estatico_cerca,214.79,-0.68,-6.8,estable,1
2986,551506,mgv1,derecha,rapida,estatico_cerca,214.85,1.02,34,estable,1
2987,551571,mgv1,derecha,rapida,estatico_cerca,214.83,-0.34,-27.2,estable,1
2988,551636,mgv1,derecha,rapida,estatico_cerca,214.85,0.34,13.6,estable,1
2989,551701,mgv1,derecha,rapida,estatico_cerca,214.85,0,-6.8,estable,1
2990,551766,mgv1,derecha,rapida,estatico_cerca,204.73,-202.3,-4046,bajando,1
2991,551831,mgv1,derecha,rapida,estatico_cerca,214.83,201.96,8085.19,subiendo,1
2992,551896,mgv1,derecha,rapida,estatico_cerca,214.83,0,-4039.2,estable,1
2993,551961,mgv1,derecha,rapida,estatico_cerca,214.83,0,0,estable,1
2994,552026,mgv1,derecha,rapida,estatico_cerca,214.81,-0.34,-6.8,estable,1
2995,552091,mgv1,derecha,rapida,estatico_cerca,214.85,0.68,20.4,estable,1
2996,552156,mgv1,derecha,rapida,estatico_cerca,214.85,0,-13.6,estable,1
2997,552221,mgv1,derecha,rapida,estatico_cerca,205.16,-193.8,-3875.99,bajando,1
2998,552286,mgv1,derecha,rapida,estatico_cerca,214.86,194.14,7758.79,subiendo,1
2999,552351,mgv1,derecha,rapida,estatico_cerca,214.85,-0.34,-3889.61,estable,1
3000,562753,mgv1,derecha,lenta,estatico_lejos,76.43,0,0,estable,1
3001,562811,mgv1,derecha,lenta,estatico_lejos,204.27,2556.8,51136,subiendo,1
3002,562876,mgv1,derecha,lenta,estatico_lejos,204.65,7.48,-50986.41,subiendo,1
3003,562941,mgv1,derecha,lenta,estatico_lejos,205.09,8.84,27.2,subiendo,1
3004,563006,mgv1,derecha,lenta,estatico_lejos,75.46,-2592.5,-52026.8,bajando,1
3005,563063,mgv1,derecha,lenta,estatico_lejos,75.8,6.8,51986,subiendo,1
3006,563120,mgv1,derecha,lenta,estatico_lejos,75.36,-8.84,-312.8,bajando,1
3007,563177,mgv1,derecha,lenta,estatico_lejos,75.28,-1.7,142.8,estable,1
3008,563234,mgv1,derecha,lenta,estatico_lejos,75.29,0.34,40.8,estable,1
3009,563291,mgv1,derecha,lenta,estatico_lejos,76.16,17.34,340,subiendo,1
3010,563348,mgv1,derecha,lenta,estatico_lejos,75.8,-7.14,-489.6,bajando,1
3011,563405,mgv1,derecha,lenta,estatico_lejos,75.97,3.4,210.8,subiendo,1
3012,563462,mgv1,derecha,lenta,estatico_lejos,76.52,10.88,149.6,subiendo,1
3013,563519,mgv1,derecha,lenta,estatico_lejos,204.26,2554.76,50877.61,subiendo,1
3014,563584,mgv1,derecha,lenta,estatico_lejos,204.26,0,-51095.2,estable,1
3015,563649,mgv1,derecha,lenta,estatico_lejos,78.49,-2515.32,-50306.4,bajando,1
3016,563706,mgv1,derecha,lenta,estatico_lejos,77.23,-25.16,49803.2,bajando,1
3017,563763,mgv1,derecha,lenta,estatico_lejos,77.32,1.7,537.2,estable,1
3018,563820,mgv1,derecha,lenta,estatico_lejos,77.42,2.04,6.8,subiendo,1
3019,563877,mgv1,derecha,lenta,estatico_lejos,77.86,8.84,136,subiendo,1
3020,563934,mgv1,derecha,lenta,estatico_lejos,77.5,-7.14,-319.6,bajando,1
3021,563991,mgv1,derecha,lenta,estatico_lejos,77.5,0,142.8,estable,1
3022,564048,mgv1,derecha,lenta,estatico_lejos,77.04,-9.18,-183.6,bajando,1
3023,564105,mgv1,derecha,lenta,estatico_lejos,77.4,7.14,326.4,subiendo,1
3024,564162,mgv1,derecha,lenta,estatico_lejos,77.42,0.34,-136,estable,1
3025,564219,mgv1,derecha,lenta,estatico_lejos,76.98,-8.84,-183.6,bajando,1
3026,564276,mgv1,derecha,lenta,estatico_lejos,77.4,8.5,346.8,subiendo,1
3027,564333,mgv1,derecha,lenta,estatico_lejos,77.33,-1.36,-197.2,estable,1
3028,564390,mgv1,derecha,lenta,estatico_lejos,76.87,-9.18,-156.4,bajando,1
3029,564447,mgv1,derecha,lenta,estatico_lejos,77.23,7.14,326.4,subiendo,1
3030,564504,mgv1,derecha,lenta,estatico_lejos,76.79,-8.84,-319.6,bajando,1
3031,564561,mgv1,derecha,lenta,estatico_lejos,76.77,-0.34,170,estable,1
3032,564618,mgv1,derecha,lenta,estatico_lejos,76.72,-1.02,-13.6,estable,1
3033,564675,mgv1,derecha,lenta,estatico_lejos,77.15,8.5,190.4,subiendo,1
3034,564732,mgv1,derecha,lenta,estatico_lejos,77.15,0,-170,estable,1
3035,564789,mgv1,derecha,lenta,estatico_lejos,77.15,0,0,estable,1
3036,564846,mgv1,derecha,lenta,estatico_lejos,77.5,7.14,142.8,subiendo,1
3037,564903,mgv1,derecha,lenta,estatico_lejos,76.69,-16.32,-469.2,bajando,1
3038,564960,mgv1,derecha,lenta,estatico_lejos,77.06,7.48,476,subiendo,1
3039,565017,mgv1,derecha,lenta,estatico_lejos,77.5,8.84,27.2,subiendo,1
3040,565074,mgv1,derecha,lenta,estatico_lejos,77.49,-0.34,-183.6,estable,1
3041,565131,mgv1,derecha,lenta,estatico_lejos,77.08,-8.16,-156.4,bajando,1
3042,565188,mgv1,derecha,lenta,estatico_lejos,77.5,8.5,333.2,subiendo,1
3043,565245,mgv1,derecha,lenta,estatico_lejos,78.39,17.68,183.6,subiendo,1
3044,565302,mgv1,derecha,lenta,estatico_lejos,77.08,-26.18,-877.2,bajando,1
3045,565359,mgv1,derecha,lenta,estatico_lejos,78.35,25.5,1033.6,subiendo,1
3046,565416,mgv1,derecha,lenta,estatico_lejos,77.93,-8.5,-680,bajando,1
3047,565473,mgv1,derecha,lenta,estatico_lejos,77.91,-0.34,163.2,estable,1
3048,565530,mgv1,derecha,lenta,estatico_lejos,77.45,-9.18,-176.8,bajando,1
3049,565587,mgv1,derecha,lenta,estatico_lejos,76.57,-17.68,-170,bajando,1
3050,566234,mgv1,derecha,lenta,estatico_lejos,80.51,0,0,estable,1
3051,566291,mgv1,derecha,lenta,estatico_lejos,80.55,0.68,13.6,estable,1
3052,566348,mgv1,derecha,lenta,estatico_lejos,79.75,-15.98,-333.2,bajando,1
3053,566405,mgv1,derecha,lenta,estatico_lejos,79.73,-0.34,312.8,estable,1
3054,566462,mgv1,derecha,lenta,estatico_lejos,80.07,6.8,142.8,subiendo,1
3055,566519,mgv1,derecha,lenta,estatico_lejos,80.82,14.96,163.2,subiendo,1
3056,566576,mgv1,derecha,lenta,estatico_lejos,80.44,-7.48,-448.8,bajando,1
3057,566633,mgv1,derecha,lenta,estatico_lejos,80.09,-7.14,6.8,bajando,1
3058,566690,mgv1,derecha,lenta,estatico_lejos,79.73,-7.14,0,bajando,1
3059,566747,mgv1,derecha,lenta,estatico_lejos,80.15,8.5,312.8,subiendo,1
3060,566804,mgv1,derecha,lenta,estatico_lejos,79.73,-8.5,-340,bajando,1
3061,566861,mgv1,derecha,lenta,estatico_lejos,79.71,-0.34,163.2,estable,1
3062,566918,mgv1,derecha,lenta,estatico_lejos,79.73,0.34,13.6,estable,1
3063,566975,mgv1,derecha,lenta,estatico_lejos,80.09,7.14,136,subiendo,1
3064,567032,mgv1,derecha,lenta,estatico_lejos,80.05,-0.68,-156.4,estable,1
3065,567089,mgv1,derecha,lenta,estatico_lejos,80.51,9.18,197.2,subiendo,1
3066,567146,mgv1,derecha,lenta,estatico_lejos,80.53,0.34,-176.8,estable,1
3067,567203,mgv1,derecha,lenta,estatico_lejos,80.95,8.5,163.2,subiendo,1
3068,567260,mgv1,derecha,lenta,estatico_lejos,80.15,-15.98,-489.6,bajando,1
3069,567317,mgv1,derecha,lenta,estatico_lejos,79.8,-7.14,176.8,bajando,1
3070,567374,mgv1,derecha,lenta,estatico_lejos,79.37,-8.5,-27.2,bajando,1
3071,567431,mgv1,derecha,lenta,estatico_lejos,80.17,15.98,489.6,subiendo,1
3072,567488,mgv1,derecha,lenta,estatico_lejos,80.17,0,-319.6,estable,1
3073,567545,mgv1,derecha,lenta,estatico_lejos,79.73,-8.84,-176.8,bajando,1
3074,567602,mgv1,derecha,lenta,estatico_lejos,79.73,0,176.8,estable,1
3075,567659,mgv1,derecha,lenta,estatico_lejos,79.73,0,0,estable,1
3076,567716,mgv1,derecha,lenta,estatico_lejos,79.71,-0.34,-6.8,estable,1
3077,567773,mgv1,derecha,lenta,estatico_lejos,80.51,15.98,326.4,subiendo,1
3078,567830,mgv1,derecha,lenta,estatico_lejos,81.31,15.98,0,subiendo,1
3079,567887,mgv1,derecha,lenta,estatico_lejos,80.89,-8.5,-489.6,bajando,1
3080,567944,mgv1,derecha,lenta,estatico_lejos,80.9,0.34,176.8,estable,1
3081,568001,mgv1,derecha,lenta,estatico_lejos,81.33,8.5,163.2,subiendo,1
3082,568058,mgv1,derecha,lenta,estatico_lejos,80.51,-16.32,-496.4,bajando,1
3083,568115,mgv1,derecha,lenta,estatico_lejos,80.51,0,326.4,estable,1
3084,568172,mgv1,derecha,lenta,estatico_lejos,79.71,-15.98,-319.6,bajando,1
3085,568229,mgv1,derecha,lenta,estatico_lejos,79.37,-6.8,183.6,bajando,1
3086,568286,mgv1,derecha,lenta,estatico_lejos,79.42,1.02,156.4,estable,1
3087,568343,mgv1,derecha,lenta,estatico_lejos,78.98,-8.84,-197.2,bajando,1
3088,568400,mgv1,derecha,lenta,estatico_lejos,78.62,-7.14,34,bajando,1
3089,568457,mgv1,derecha,lenta,estatico_lejos,78.62,0,142.8,estable,1
3090,568514,mgv1,derecha,lenta,estatico_lejos,77.4,-24.48,-489.6,bajando,1
3091,568571,mgv1,derecha,lenta,estatico_lejos,77.06,-6.8,353.6,bajando,1
3092,568628,mgv1,derecha,lenta,estatico_lejos,77.5,8.84,312.8,subiendo,1
3093,568685,mgv1,derecha,lenta,estatico_lejos,77.15,-7.14,-319.6,bajando,1
3094,568742,mgv1,derecha,lenta,estatico_lejos,76.77,-7.48,-6.8,bajando,1
3095,568799,mgv1,derecha,lenta,estatico_lejos,76.75,-0.34,142.8,estable,1
3096,568856,mgv1,derecha,lenta,estatico_lejos,77.2,8.84,183.6,subiendo,1
3097,568913,mgv1,derecha,lenta,estatico_lejos,76.79,-8.16,-340,bajando,1
3098,568970,mgv1,derecha,lenta,estatico_lejos,76.79,0,163.2,estable,1
3099,569027,mgv1,derecha,lenta,estatico_lejos,77.23,8.84,176.8,subiendo,1
3100,569860,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3101,569917,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3102,569974,mgv1,derecha,lenta,estatico_lejos,76.89,-8.5,-170,bajando,1
3103,570031,mgv1,derecha,lenta,estatico_lejos,76.87,-0.34,163.2,estable,1
3104,570088,mgv1,derecha,lenta,estatico_lejos,76.86,-0.34,0,estable,1
3105,570145,mgv1,derecha,lenta,estatico_lejos,77.32,9.18,190.4,subiendo,1
3106,570202,mgv1,derecha,lenta,estatico_lejos,76.87,-8.84,-360.4,bajando,1
3107,570259,mgv1,derecha,lenta,estatico_lejos,76.87,0,176.8,estable,1
3108,570316,mgv1,derecha,lenta,estatico_lejos,76.86,-0.34,-6.8,estable,1
3109,570373,mgv1,derecha,lenta,estatico_lejos,77.32,9.18,190.4,subiendo,1
3110,570430,mgv1,derecha,lenta,estatico_lejos,77.32,0,-183.6,estable,1
3111,570487,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3112,570544,mgv1,derecha,lenta,estatico_lejos,76.87,-8.84,-176.8,bajando,1
3113,570601,mgv1,derecha,lenta,estatico_lejos,76.87,0,176.8,estable,1
3114,570658,mgv1,derecha,lenta,estatico_lejos,76.87,0,0,estable,1
3115,570715,mgv1,derecha,lenta,estatico_lejos,77.32,8.84,176.8,subiendo,1
3116,570772,mgv1,derecha,lenta,estatico_lejos,77.32,0,-176.8,estable,1
3117,570829,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3118,570886,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3119,570943,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3120,571000,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3121,571057,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3122,571114,mgv1,derecha,lenta,estatico_lejos,77.32,0,0,estable,1
3123,571171,mgv1,derecha,lenta,estatico_lejos,77.76,8.84,176.8,subiendo,1
3124,571228,mgv1,derecha,lenta,estatico_lejos,77.4,-7.14,-319.6,bajando,1
3125,571285,mgv1,derecha,lenta,estatico_lejos,76.96,-8.84,-34,bajando,1
3126,571342,mgv1,derecha,lenta,estatico_lejos,77.78,16.32,503.2,subiendo,1
3127,571399,mgv1,derecha,lenta,estatico_lejos,76.96,-16.32,-652.8,bajando,1
3128,571456,mgv1,derecha,lenta,estatico_lejos,76.98,0.34,333.2,estable,1
