frame_id,timestamp_ms,sujeto_id,mano,velocidad_subjetiva,gesto,distancia_cm,velocidad_cm_s,aceleracion_cm_s2,tendencia,valido
0,146629,mgv1,derecha,lenta,acercar,215.08,0,0,estable,1
1,146694,mgv1,derecha,lenta,acercar,215.08,0,0,estable,1
2,146759,mgv1,derecha,lenta,acercar,215.08,0,0,estable,1
3,146824,mgv1,derecha,lenta,acercar,215.05,-0.68,-13.6,estable,1
4,146889,mgv1,derecha,lenta,acercar,215.03,-0.34,6.8,estable,1
5,146954,mgv1,derecha,lenta,acercar,77.42,-2752.3,-55039.2,bajando,1
6,147011,mgv1,derecha,lenta,acercar,77.33,-1.7,55012,estable,1
7,147068,mgv1,derecha,lenta,acercar,76.91,-8.5,-136,bajando,1
8,147125,mgv1,derecha,lenta,acercar,76.26,-12.92,-88.4,bajando,1
9,147182,mgv1,derecha,lenta,acercar,76.7,8.84,435.2,subiendo,1
10,147239,mgv1,derecha,lenta,acercar,76.53,-3.4,-244.8,bajando,1
11,147296,mgv1,derecha,lenta,acercar,78.56,40.46,877.2,subiendo,1
12,147353,mgv1,derecha,lenta,acercar,214.64,2721.7,53624.8,subiendo,1
13,147418,mgv1,derecha,lenta,acercar,205.38,-185.3,-58140,bajando,1
14,147483,mgv1,derecha,lenta,acercar,215.02,192.78,7561.6,subiendo,1
15,147548,mgv1,derecha,lenta,acercar,215.03,0.34,-3848.8,estable,1
16,147613,mgv1,derecha,lenta,acercar,215.05,0.34,0,estable,1
17,147678,mgv1,derecha,lenta,acercar,215.02,-0.68,-20.4,estable,1
18,147743,mgv1,derecha,lenta,acercar,215,-0.34,6.79,estable,1
19,147808,mgv1,derecha,lenta,acercar,72.35,-2852.94,-57051.99,bajando,1
20,147865,mgv1,derecha,lenta,acercar,66.64,-114.24,54774,bajando,1
21,147922,mgv1,derecha,lenta,acercar,58.26,-167.62,-1067.6,bajando,1
22,147978,mgv1,derecha,lenta,acercar,53.55,-94.18,1468.8,bajando,1
23,148034,mgv1,derecha,lenta,acercar,47.17,-127.5,-666.4,bajando,1
24,148089,mgv1,derecha,lenta,acercar,43.59,-71.74,1115.2,bajando,1
25,148144,mgv1,derecha,lenta,acercar,36.47,-142.46,-1414.4,bajando,1
26,148199,mgv1,derecha,lenta,acercar,30.91,-111.18,625.6,bajando,1
27,148254,mgv1,derecha,lenta,acercar,27.11,-75.82,707.2,bajando,1
28,148308,mgv1,derecha,lenta,acercar,215.9,3775.7,77030.4,subiendo,1
29,148373,mgv1,derecha,lenta,acercar,216.31,8.16,-75350.79,subiendo,1
30,148438,mgv1,derecha,lenta,acercar,19.04,-3945.36,-79070.41,bajando,1
31,148492,mgv1,derecha,lenta,acercar,16.83,-44.2,78023.2,bajando,1
32,148546,mgv1,derecha,lenta,acercar,17.14,6.12,1006.4,subiendo,1
33,148600,mgv1,derecha,lenta,acercar,15.86,-25.5,-632.4,bajando,1
34,148654,mgv1,derecha,lenta,acercar,14.52,-26.86,-27.2,bajando,1
35,148708,mgv1,derecha,lenta,acercar,11.81,-54.06,-544,bajando,1
36,148761,mgv1,derecha,lenta,acercar,11.48,-6.8,945.2,bajando,1
37,148814,mgv1,derecha,lenta,acercar,10.11,-27.2,-408,bajando,1
38,148867,mgv1,derecha,lenta,acercar,9.77,-6.8,408,bajando,1
39,148920,mgv1,derecha,lenta,acercar,8.41,-27.2,-408,bajando,1
40,148973,mgv1,derecha,lenta,acercar,7.77,-12.92,285.6,bajando,1
41,149026,mgv1,derecha,lenta,acercar,7.45,-6.46,129.2,bajando,1
42,149079,mgv1,derecha,lenta,acercar,7.77,6.46,258.4,subiendo,1
43,149132,mgv1,derecha,lenta,acercar,7.45,-6.46,-258.4,bajando,1
44,149185,mgv1,derecha,lenta,acercar,7.12,-6.46,0,bajando,1
45,149238,mgv1,derecha,lenta,acercar,8.77,32.98,788.8,subiendo,1
46,149291,mgv1,derecha,lenta,acercar,7.77,-20.06,-1060.8,bajando,1
47,149344,mgv1,derecha,lenta,acercar,8.41,12.92,659.6,subiendo,1
48,149397,mgv1,derecha,lenta,acercar,9.44,20.4,149.6,subiendo,1
49,149450,mgv1,derecha,lenta,acercar,10.11,13.6,-136,subiendo,1
50,153579,mgv1,derecha,lenta,acercar,215.61,0,0,estable,1
51,153645,mgv1,derecha,lenta,acercar,215.61,0,0,estable,1
52,153710,mgv1,derecha,lenta,acercar,215.59,-0.34,-6.8,estable,1
53,153775,mgv1,derecha,lenta,acercar,215.59,0,6.8,estable,1
54,153840,mgv1,derecha,lenta,acercar,215.54,-1.02,-20.4,estable,1
55,153905,mgv1,derecha,lenta,acercar,215.54,0,20.4,estable,1
56,153970,mgv1,derecha,lenta,acercar,83.96,-2631.6,-52632,bajando,1
57,154028,mgv1,derecha,lenta,acercar,215.17,2624.12,105114.41,subiendo,1
58,154093,mgv1,derecha,lenta,acercar,215.65,9.52,-52292,subiendo,1
59,154158,mgv1,derecha,lenta,acercar,215.61,-0.68,-204,estable,1
60,154223,mgv1,derecha,lenta,acercar,63.7,-3038.24,-60751.19,bajando,1
61,154279,mgv1,derecha,lenta,acercar,60.49,-64.26,59479.59,bajando,1
62,154335,mgv1,derecha,lenta,acercar,57.95,-50.66,272,bajando,1
63,154391,mgv1,derecha,lenta,acercar,55.73,-44.54,122.4,bajando,1
64,154447,mgv1,derecha,lenta,acercar,52.02,-74.12,-591.6,bajando,1
65,154503,mgv1,derecha,lenta,acercar,49.64,-47.6,530.4,bajando,1
66,154559,mgv1,derecha,lenta,acercar,48.96,-13.6,680,bajando,1
67,154615,mgv1,derecha,lenta,acercar,43.21,-114.92,-2026.4,bajando,1
68,154670,mgv1,derecha,lenta,acercar,42.18,-20.74,1883.6,bajando,1
69,154725,mgv1,derecha,lenta,acercar,215.58,3468,69774.8,subiendo,1
70,154790,mgv1,derecha,lenta,acercar,34,-3631.54,-141990.8,bajando,1
71,154845,mgv1,derecha,lenta,acercar,31.94,-41.14,71808,bajando,1
72,154900,mgv1,derecha,lenta,acercar,29.09,-57.12,-319.6,bajando,1
73,154954,mgv1,derecha,lenta,acercar,29.87,15.64,1455.2,subiendo,1
74,155008,mgv1,derecha,lenta,acercar,25.09,-95.54,-2223.6,bajando,1
75,155062,mgv1,derecha,lenta,acercar,23.37,-34.34,1224,bajando,1
76,155116,mgv1,derecha,lenta,acercar,21.27,-42.16,-156.4,bajando,1
77,155170,mgv1,derecha,lenta,acercar,18.09,-63.58,-428.4,bajando,1
78,155224,mgv1,derecha,lenta,acercar,16.81,-25.5,761.6,bajando,1
79,155278,mgv1,derecha,lenta,acercar,17.14,6.46,639.2,subiendo,1
80,155332,mgv1,derecha,lenta,acercar,14.86,-45.56,-1040.4,bajando,1
81,155386,mgv1,derecha,lenta,acercar,13.5,-27.2,367.2,bajando,1
82,155440,mgv1,derecha,lenta,acercar,12.49,-20.06,142.8,bajando,1
83,155493,mgv1,derecha,lenta,acercar,11.48,-20.4,-6.8,bajando,1
84,155546,mgv1,derecha,lenta,acercar,10.11,-27.2,-136,bajando,1
85,155599,mgv1,derecha,lenta,acercar,9.79,-6.46,414.8,bajando,1
86,155652,mgv1,derecha,lenta,acercar,9.45,-6.8,-6.8,bajando,1
87,155705,mgv1,derecha,lenta,acercar,9.45,0,136,estable,1
88,155758,mgv1,derecha,lenta,acercar,8.09,-27.2,-544,bajando,1
89,155811,mgv1,derecha,lenta,acercar,8.77,13.6,816,subiendo,1
90,155864,mgv1,derecha,lenta,acercar,8.09,-13.6,-544,bajando,1
91,155917,mgv1,derecha,lenta,acercar,8.09,0,272,estable,1
92,155970,mgv1,derecha,lenta,acercar,8.09,0,0,estable,1
93,156023,mgv1,derecha,lenta,acercar,8.09,0,0,estable,1
94,156076,mgv1,derecha,lenta,acercar,7.12,-19.38,-387.6,bajando,1
95,156129,mgv1,derecha,lenta,acercar,7.12,0,387.6,estable,1
96,156182,mgv1,derecha,lenta,acercar,7.11,-0.34,-6.8,estable,1
97,156235,mgv1,derecha,lenta,acercar,8.09,19.72,401.2,subiendo,1
98,156288,mgv1,derecha,lenta,acercar,9.1,20.06,6.8,subiendo,1
99,156341,mgv1,derecha,lenta,acercar,7.45,-32.98,-1060.8,bajando,1
100,157654,mgv1,derecha,lenta,acercar,205.46,0,0,estable,1
101,157719,mgv1,derecha,lenta,acercar,215.19,194.48,3889.6,subiendo,1
102,157784,mgv1,derecha,lenta,acercar,215.13,-1.02,-3910,estable,1
103,157849,mgv1,derecha,lenta,acercar,215.17,0.68,34.01,estable,1
104,157914,mgv1,derecha,lenta,acercar,215.15,-0.34,-20.41,estable,1
105,157979,mgv1,derecha,lenta,acercar,204.6,-211.14,-4215.99,bajando,1
106,158044,mgv1,derecha,lenta,acercar,215.17,211.48,8452.4,subiendo,1
107,158109,mgv1,derecha,lenta,acercar,204.6,-211.48,-8459.2,bajando,1
108,158174,mgv1,derecha,lenta,acercar,205.46,17.34,4576.4,subiendo,1
109,158239,mgv1,derecha,lenta,acercar,215.15,193.8,3529.19,subiendo,1
110,158304,mgv1,derecha,lenta,acercar,204.6,-211.14,-8098.79,bajando,1
111,158369,mgv1,derecha,lenta,acercar,75.11,-2589.78,-47572.8,bajando,1
112,158426,mgv1,derecha,lenta,acercar,69.96,-103.02,49735.2,bajando,1
113,158483,mgv1,derecha,lenta,acercar,61.9,-161.16,-1162.8,bajando,1
114,158539,mgv1,derecha,lenta,acercar,59.65,-44.88,2325.6,bajando,1
115,158595,mgv1,derecha,lenta,acercar,56.03,-72.42,-550.8,bajando,1
116,158651,mgv1,derecha,lenta,acercar,54.04,-39.78,652.8,bajando,1
117,158707,mgv1,derecha,lenta,acercar,51.19,-57.12,-346.8,bajando,1
118,158763,mgv1,derecha,lenta,acercar,49.15,-40.8,326.4,bajando,1
119,158819,mgv1,derecha,lenta,acercar,49.32,3.4,884,subiendo,1
120,158875,mgv1,derecha,lenta,acercar,47.99,-26.52,-598.4,bajando,1
121,158931,mgv1,derecha,lenta,acercar,46.99,-20.06,129.2,bajando,1
122,158986,mgv1,derecha,lenta,acercar,45.8,-23.8,-74.8,bajando,1
123,159041,mgv1,derecha,lenta,acercar,215.15,3387.08,68217.59,subiendo,1
124,159106,mgv1,derecha,lenta,acercar,215.17,0.34,-67734.79,estable,1
125,159171,mgv1,derecha,lenta,acercar,215.15,-0.34,-13.61,estable,1
126,159236,mgv1,derecha,lenta,acercar,215.1,-1.02,-13.59,estable,1
127,159301,mgv1,derecha,lenta,acercar,36.92,-3563.54,-71250.4,bajando,1
128,159356,mgv1,derecha,lenta,acercar,215.1,3563.54,142541.59,subiendo,1
129,159421,mgv1,derecha,lenta,acercar,214.71,-7.82,-71427.2,bajando,1
130,159486,mgv1,derecha,lenta,acercar,215.1,7.82,312.79,subiendo,1
131,159551,mgv1,derecha,lenta,acercar,23.37,-3834.52,-76846.8,bajando,1
132,159605,mgv1,derecha,lenta,acercar,22.22,-23.12,76228,bajando,1
133,159659,mgv1,derecha,lenta,acercar,21.27,-19.04,81.6,bajando,1
134,159713,mgv1,derecha,lenta,acercar,23.95,53.72,1455.2,subiendo,1
135,159767,mgv1,derecha,lenta,acercar,18.09,-117.3,-3420.4,bajando,1
136,159821,mgv1,derecha,lenta,acercar,15.86,-44.54,1455.2,bajando,1
137,159875,mgv1,derecha,lenta,acercar,15.86,0,890.8,estable,1
138,159929,mgv1,derecha,lenta,acercar,14.53,-26.52,-530.4,bajando,1
139,159983,mgv1,derecha,lenta,acercar,12.84,-34,-149.6,bajando,1
140,160036,mgv1,derecha,lenta,acercar,10.8,-40.8,-136,bajando,1
141,160089,mgv1,derecha,lenta,acercar,9.79,-20.06,414.8,bajando,1
142,160142,mgv1,derecha,lenta,acercar,8.77,-20.4,-6.8,bajando,1
143,160195,mgv1,derecha,lenta,acercar,7.45,-26.52,-122.4,bajando,1
144,160248,mgv1,derecha,lenta,acercar,6.8,-12.92,272,bajando,1
145,160301,mgv1,derecha,lenta,acercar,6.15,-12.92,0,bajando,1
146,160354,mgv1,derecha,lenta,acercar,5.51,-12.92,0,bajando,1
147,160407,mgv1,derecha,lenta,acercar,4.56,-19.04,-122.4,bajando,1
148,160460,mgv1,derecha,lenta,acercar,4.56,0,380.8,estable,1
149,160513,mgv1,derecha,lenta,acercar,4.23,-6.46,-129.2,bajando,1
150,161302,mgv1,derecha,lenta,acercar,215.13,0,0,estable,1
151,161368,mgv1,derecha,lenta,acercar,215.15,0.34,6.8,estable,1
152,161433,mgv1,derecha,lenta,acercar,215.13,-0.34,-13.6,estable,1
153,161498,mgv1,derecha,lenta,acercar,215.15,0.34,13.6,estable,1
154,161563,mgv1,derecha,lenta,acercar,215.15,0,-6.8,estable,1
155,161628,mgv1,derecha,lenta,acercar,215.15,0,0,estable,1
156,161693,mgv1,derecha,lenta,acercar,215.19,0.68,13.6,estable,1
157,161758,mgv1,derecha,lenta,acercar,215.1,-1.7,-47.61,estable,1
158,161823,mgv1,derecha,lenta,acercar,204.58,-210.46,-4175.2,bajando,1
159,161888,mgv1,derecha,lenta,acercar,204.14,-8.84,4032.4,bajando,1
160,161953,mgv1,derecha,lenta,acercar,204.56,8.5,346.8,subiendo,1
161,162018,mgv1,derecha,lenta,acercar,73.97,-2611.88,-52407.6,bajando,1
162,162075,mgv1,derecha,lenta,acercar,71.11,-57.12,51095.2,bajando,1
163,162132,mgv1,derecha,lenta,acercar,67.35,-75.14,-360.4,bajando,1
164,162189,mgv1,derecha,lenta,acercar,64.28,-61.54,272,bajando,1
165,162245,mgv1,derecha,lenta,acercar,58.41,-117.3,-1115.2,bajando,1
166,162301,mgv1,derecha,lenta,acercar,56.87,-30.94,1727.2,bajando,1
167,162357,mgv1,derecha,lenta,acercar,54.4,-49.3,-367.2,bajando,1
168,162413,mgv1,derecha,lenta,acercar,53.38,-20.4,578,bajando,1
169,162469,mgv1,derecha,lenta,acercar,50.83,-51,-612,bajando,1
170,162525,mgv1,derecha,lenta,acercar,49.66,-23.46,550.8,bajando,1
171,162581,mgv1,derecha,lenta,acercar,46.78,-57.46,-680,bajando,1
172,162636,mgv1,derecha,lenta,acercar,-1,0,1149.2,estable,0
173,162716,mgv1,derecha,lenta,acercar,-1,0,0,estable,0
174,162796,mgv1,derecha,lenta,acercar,35.55,-224.74,-4494.8,bajando,1
175,162851,mgv1,derecha,lenta,acercar,37.84,45.9,5412.8,subiendo,1
176,162906,mgv1,derecha,lenta,acercar,30.91,-138.72,-3692.4,bajando,1
177,162961,mgv1,derecha,lenta,acercar,-1,0,2774.4,estable,0
178,163041,mgv1,derecha,lenta,acercar,25.11,-115.94,-2318.8,bajando,1
179,163095,mgv1,derecha,lenta,acercar,22.49,-52.36,1271.6,bajando,1
180,163149,mgv1,derecha,lenta,acercar,-1,0,1047.2,estable,0
181,163229,mgv1,derecha,lenta,acercar,18.41,-81.6,-1632,bajando,1
182,163283,mgv1,derecha,lenta,acercar,16.51,-38.08,870.4,bajando,1
183,163337,mgv1,derecha,lenta,acercar,16.51,0,761.6,estable,1
184,163391,mgv1,derecha,lenta,acercar,15.86,-12.92,-258.4,bajando,1
185,163445,mgv1,derecha,lenta,acercar,15.88,0.34,265.2,estable,1
186,163499,mgv1,derecha,lenta,acercar,11.81,-81.26,-1632,bajando,1
187,163552,mgv1,derecha,lenta,acercar,8.09,-74.46,136,bajando,1
188,163605,mgv1,derecha,lenta,acercar,6.8,-25.84,972.4,bajando,1
189,163658,mgv1,derecha,lenta,acercar,11.15,87.04,2257.6,subiendo,1
190,163711,mgv1,derecha,lenta,acercar,6.15,-99.96,-3740,bajando,1
191,163764,mgv1,derecha,lenta,acercar,6.49,6.8,2135.2,subiendo,1
192,163817,mgv1,derecha,lenta,acercar,5.18,-26.18,-659.6,bajando,1
193,163870,mgv1,derecha,lenta,acercar,5.2,0.34,530.4,estable,1
194,163923,mgv1,derecha,lenta,acercar,5.51,6.12,115.6,subiendo,1
195,163976,mgv1,derecha,lenta,acercar,5.51,0,-122.4,estable,1
196,164029,mgv1,derecha,lenta,acercar,8.09,51.68,1033.6,subiendo,1
197,164082,mgv1,derecha,lenta,acercar,-1,0,-1033.6,estable,0
198,164162,mgv1,derecha,lenta,acercar,216.99,4177.92,83558.41,subiendo,1
199,164227,mgv1,derecha,lenta,acercar,215.63,-27.2,-84102.41,bajando,1
200,165576,mgv1,derecha,lenta,acercar,55.74,0,0,estable,1
201,165633,mgv1,derecha,lenta,acercar,55.05,-13.94,-278.8,bajando,1
202,165689,mgv1,derecha,lenta,acercar,215.2,3203.14,64341.6,subiendo,1
203,165754,mgv1,derecha,lenta,acercar,215.17,-0.68,-64076.4,estable,1
204,165819,mgv1,derecha,lenta,acercar,215.2,0.68,27.2,estable,1
205,165884,mgv1,derecha,lenta,acercar,215.15,-1.02,-34,estable,1
206,165949,mgv1,derecha,lenta,acercar,215.17,0.34,27.21,estable,1
207,166014,mgv1,derecha,lenta,acercar,81.6,-2671.38,-53434.41,bajando,1
208,166072,mgv1,derecha,lenta,acercar,79.37,-44.54,52536.8,bajando,1
209,166129,mgv1,derecha,lenta,acercar,75.99,-67.66,-462.4,bajando,1
210,166186,mgv1,derecha,lenta,acercar,72.98,-60.18,149.6,bajando,1
211,166243,mgv1,derecha,lenta,acercar,215.59,2852.26,58248.79,subiendo,1
212,166308,mgv1,derecha,lenta,acercar,69.34,-2925.02,-115545.59,bajando,1
213,166365,mgv1,derecha,lenta,acercar,62.71,-132.6,55848.39,bajando,1
214,166421,mgv1,derecha,lenta,acercar,59.79,-58.48,1482.4,bajando,1
215,166477,mgv1,derecha,lenta,acercar,57.83,-39.1,387.6,bajando,1
216,166533,mgv1,derecha,lenta,acercar,53.53,-86.02,-938.4,bajando,1
217,166589,mgv1,derecha,lenta,acercar,49.15,-87.72,-34,bajando,1
218,166645,mgv1,derecha,lenta,acercar,46.97,-43.52,884,bajando,1
219,166700,mgv1,derecha,lenta,acercar,42.81,-83.3,-795.6,bajando,1
220,166755,mgv1,derecha,lenta,acercar,39.44,-67.32,319.6,bajando,1
221,166810,mgv1,derecha,lenta,acercar,35.77,-73.44,-122.4,bajando,1
222,166865,mgv1,derecha,lenta,acercar,33.22,-51,448.8,bajando,1
223,166920,mgv1,derecha,lenta,acercar,31.93,-25.84,503.2,bajando,1
224,166975,mgv1,derecha,lenta,acercar,-1,0,516.8,estable,0
225,167055,mgv1,derecha,lenta,acercar,23.65,-165.58,-3311.6,bajando,1
226,167109,mgv1,derecha,lenta,acercar,20.96,-53.72,2237.2,bajando,1
227,167163,mgv1,derecha,lenta,acercar,18.41,-51,54.4,bajando,1
228,167217,mgv1,derecha,lenta,acercar,16.83,-31.62,387.6,bajando,1
229,167271,mgv1,derecha,lenta,acercar,14.53,-45.9,-285.6,bajando,1
230,167325,mgv1,derecha,lenta,acercar,12.15,-47.6,-34,bajando,1
231,167378,mgv1,derecha,lenta,acercar,9.45,-54.06,-129.2,bajando,1
232,167431,mgv1,derecha,lenta,acercar,8.77,-13.6,809.2,bajando,1
233,167484,mgv1,derecha,lenta,acercar,8.77,0,272,estable,1
234,167537,mgv1,derecha,lenta,acercar,8.41,-7.14,-142.8,bajando,1
235,167590,mgv1,derecha,lenta,acercar,7.45,-19.38,-244.8,bajando,1
236,167643,mgv1,derecha,lenta,acercar,5.83,-32.3,-258.4,bajando,1
237,167696,mgv1,derecha,lenta,acercar,6.48,12.92,904.4,subiendo,1
238,167749,mgv1,derecha,lenta,acercar,6.8,6.46,-129.2,subiendo,1
239,167802,mgv1,derecha,lenta,acercar,7.45,12.92,129.2,subiendo,1
240,167855,mgv1,derecha,lenta,acercar,6.48,-19.38,-646,bajando,1
241,167908,mgv1,derecha,lenta,acercar,9.77,65.96,1706.8,subiendo,1
242,167961,mgv1,derecha,lenta,acercar,9.1,-13.6,-1591.2,bajando,1
243,168014,mgv1,derecha,lenta,acercar,10.8,34,952,subiendo,1
244,168067,mgv1,derecha,lenta,acercar,15.86,101.32,1346.4,subiendo,1
245,168121,mgv1,derecha,lenta,acercar,205.1,3784.88,73671.2,subiendo,1
246,168186,mgv1,derecha,lenta,acercar,215.24,202.64,-71644.8,subiendo,1
247,168251,mgv1,derecha,lenta,acercar,215.25,0.34,-4046,estable,1
248,168316,mgv1,derecha,lenta,acercar,206.36,-177.82,-3563.2,bajando,1
249,168381,mgv1,derecha,lenta,acercar,215.29,178.5,7126.39,subiendo,1
250,169266,mgv1,derecha,lenta,acercar,215.27,0,0,estable,1
251,169332,mgv1,derecha,lenta,acercar,215.27,0,0,estable,1
252,169397,mgv1,derecha,lenta,acercar,215.3,0.68,13.6,estable,1
253,169462,mgv1,derecha,lenta,acercar,215.68,7.48,136,subiendo,1
254,169527,mgv1,derecha,lenta,acercar,215.25,-8.5,-319.6,bajando,1
255,169592,mgv1,derecha,lenta,acercar,215.68,8.5,340,subiendo,1
256,169657,mgv1,derecha,lenta,acercar,215.68,0,-170,estable,1
257,169722,mgv1,derecha,lenta,acercar,215.7,0.34,6.8,estable,1
258,169787,mgv1,derecha,lenta,acercar,215.68,-0.34,-13.6,estable,1
259,169852,mgv1,derecha,lenta,acercar,215.27,-8.16,-156.4,bajando,1
260,169917,mgv1,derecha,lenta,acercar,215.25,-0.34,156.4,estable,1
261,169982,mgv1,derecha,lenta,acercar,215.24,-0.34,0,estable,1
262,170047,mgv1,derecha,lenta,acercar,65.91,-2986.56,-59724.41,bajando,1
263,170104,mgv1,derecha,lenta,acercar,61.01,-97.92,57772.8,bajando,1
264,170160,mgv1,derecha,lenta,acercar,59.08,-38.76,1183.2,bajando,1
265,170216,mgv1,derecha,lenta,acercar,56.12,-59.16,-408,bajando,1
266,170272,mgv1,derecha,lenta,acercar,53.19,-58.48,13.6,bajando,1
267,170328,mgv1,derecha,lenta,acercar,216.1,3258.22,66334,subiendo,1
268,170393,mgv1,derecha,lenta,acercar,48.37,-3354.78,-132260,bajando,1
269,170449,mgv1,derecha,lenta,acercar,42.77,-111.86,64858.4,bajando,1
270,170504,mgv1,derecha,lenta,acercar,39.19,-71.74,802.4,bajando,1
271,170559,mgv1,derecha,lenta,acercar,35.75,-68.68,61.2,bajando,1
272,170614,mgv1,derecha,lenta,acercar,33.73,-40.46,564.4,bajando,1
273,170669,mgv1,derecha,lenta,acercar,31.4,-46.58,-122.4,bajando,1
274,170724,mgv1,derecha,lenta,acercar,30.63,-15.3,625.6,bajando,1
275,170779,mgv1,derecha,lenta,acercar,24.5,-122.74,-2148.8,bajando,1
276,170833,mgv1,derecha,lenta,acercar,22.49,-40.12,1652.4,bajando,1
277,170887,mgv1,derecha,lenta,acercar,21.57,-18.36,435.2,bajando,1
278,170941,mgv1,derecha,lenta,acercar,18.41,-63.24,-897.6,bajando,1
279,170995,mgv1,derecha,lenta,acercar,16.49,-38.42,496.4,bajando,1
280,171049,mgv1,derecha,lenta,acercar,14.53,-39.1,-13.6,bajando,1
281,171103,mgv1,derecha,lenta,acercar,12.49,-40.8,-34,bajando,1
282,171156,mgv1,derecha,lenta,acercar,11.81,-13.6,544,bajando,1
283,171209,mgv1,derecha,lenta,acercar,11.48,-6.8,136,bajando,1
284,171262,mgv1,derecha,lenta,acercar,9.79,-33.66,-537.2,bajando,1
285,171315,mgv1,derecha,lenta,acercar,9.77,-0.34,666.4,estable,1
286,171368,mgv1,derecha,lenta,acercar,9.79,0.34,13.6,estable,1
287,171421,mgv1,derecha,lenta,acercar,7.12,-53.38,-1074.4,bajando,1
288,171474,mgv1,derecha,lenta,acercar,6.8,-6.46,938.4,bajando,1
289,171527,mgv1,derecha,lenta,acercar,6.8,0,129.2,estable,1
290,171580,mgv1,derecha,lenta,acercar,6.15,-12.92,-258.4,bajando,1
291,171633,mgv1,derecha,lenta,acercar,7.45,25.84,775.2,subiendo,1
292,171686,mgv1,derecha,lenta,acercar,-1,0,-516.8,estable,0
293,171766,mgv1,derecha,lenta,acercar,8.09,12.92,258.4,subiendo,1
294,171819,mgv1,derecha,lenta,acercar,8.09,0,-258.4,estable,1
295,171872,mgv1,derecha,lenta,acercar,8.41,6.46,129.2,subiendo,1
296,171925,mgv1,derecha,lenta,acercar,16.83,168.3,3236.8,subiendo,1
297,171979,mgv1,derecha,lenta,acercar,215.2,3967.46,75983.2,subiendo,1
298,172044,mgv1,derecha,lenta,acercar,205.43,-195.5,-83259.2,bajando,1
299,172109,mgv1,derecha,lenta,acercar,215.15,194.48,7799.6,subiendo,1
300,173135,mgv1,derecha,lenta,acercar,215.12,0,0,estable,1
301,173200,mgv1,derecha,lenta,acercar,215.1,-0.34,-6.8,estable,1
302,173265,mgv1,derecha,lenta,acercar,215.19,1.7,40.8,estable,1
303,173330,mgv1,derecha,lenta,acercar,204.92,-205.36,-4141.21,bajando,1
304,173395,mgv1,derecha,lenta,acercar,205.33,8.16,4270.4,subiendo,1
305,173460,mgv1,derecha,lenta,acercar,204.48,-17,-503.2,bajando,1
306,173525,mgv1,derecha,lenta,acercar,215.17,213.86,4617.21,subiendo,1
307,173590,mgv1,derecha,lenta,acercar,75.57,-2792.08,-60118.8,bajando,1
308,173647,mgv1,derecha,lenta,acercar,72.1,-69.36,54454.4,bajando,1
309,173704,mgv1,derecha,lenta,acercar,70.23,-37.4,639.2,bajando,1
310,173761,mgv1,derecha,lenta,acercar,65.52,-94.18,-1135.6,bajando,1
311,173818,mgv1,derecha,lenta,acercar,59.11,-128.18,-680,bajando,1
312,173874,mgv1,derecha,lenta,acercar,57.72,-27.88,2006,bajando,1
313,173930,mgv1,derecha,lenta,acercar,54.72,-59.84,-639.2,bajando,1
314,173986,mgv1,derecha,lenta,acercar,50.32,-88.06,-564.4,bajando,1
315,174042,mgv1,derecha,lenta,acercar,49.64,-13.6,1489.2,bajando,1
316,174098,mgv1,derecha,lenta,acercar,-1,0,272,estable,0
317,174178,mgv1,derecha,lenta,acercar,42.81,-136.68,-2733.6,bajando,1
318,174233,mgv1,derecha,lenta,acercar,40.8,-40.12,1931.2,bajando,1
319,174288,mgv1,derecha,lenta,acercar,38.98,-36.38,74.8,bajando,1
320,174343,mgv1,derecha,lenta,acercar,38.06,-18.36,360.4,bajando,1
321,174398,mgv1,derecha,lenta,acercar,32.71,-107.1,-1774.8,bajando,1
322,174453,mgv1,derecha,lenta,acercar,30.12,-51.68,1108.4,bajando,1
323,174507,mgv1,derecha,lenta,acercar,-1,0,1033.6,estable,0
324,174587,mgv1,derecha,lenta,acercar,25.96,-83.3,-1666,bajando,1
325,174641,mgv1,derecha,lenta,acercar,22.8,-63.24,401.2,bajando,1
326,174695,mgv1,derecha,lenta,acercar,20.32,-49.64,272,bajando,1
327,174749,mgv1,derecha,lenta,acercar,18.41,-38.08,231.2,bajando,1
328,174803,mgv1,derecha,lenta,acercar,18.09,-6.46,632.4,bajando,1
329,174857,mgv1,derecha,lenta,acercar,15.86,-44.54,-761.6,bajando,1
330,174911,mgv1,derecha,lenta,acercar,13.5,-47.26,-54.4,bajando,1
331,174965,mgv1,derecha,lenta,acercar,12.84,-13.26,680,bajando,1
332,175018,mgv1,derecha,lenta,acercar,12.84,0,265.2,estable,1
333,175071,mgv1,derecha,lenta,acercar,48.16,706.52,14130.4,subiendo,1
334,175127,mgv1,derecha,lenta,acercar,10.11,-760.92,-29348.8,bajando,1
335,175180,mgv1,derecha,lenta,acercar,9.1,-20.4,14810.4,bajando,1
336,175233,mgv1,derecha,lenta,acercar,9.45,7.14,550.8,subiendo,1
337,175286,mgv1,derecha,lenta,acercar,16.51,141.1,2679.2,subiendo,1
338,175340,mgv1,derecha,lenta,acercar,16.81,6.12,-2699.6,subiendo,1
339,175394,mgv1,derecha,lenta,acercar,215.08,3965.42,79186,subiendo,1
340,175459,mgv1,derecha,lenta,acercar,215.53,8.84,-79131.59,subiendo,1
